TV Series,Utterances,dialog_ids,uttr_ids,seasons,episodes,start_times,end_times,sentiment,emotion,intensity,emotion2,intensity2,emotion3,intensity3
FR,What?,917,1,7,19,"0:05:18,234","0:05:18,826",neutral,surprise,3,,,,
FR,I dont know.  A cowboy theme?,917,2,7,19,"0:05:18,826","0:05:21,627",neutral,fear,2,,,,
FR,"Hey uh, is it okay to come in?",918,0,9,1,"00:08:07,361","00:08:10,071",neutral,fear,1,,,,
FR,"Of course! Oh Joey, this ring I…it’s beautiful I love it!",918,1,9,1,"00:08:10,281","00:08:14,201",positive,joy,2,,,,
FR,"Yeah uh look Rach, there’s something I gotta tell ya.",918,2,9,1,"00:08:15,495","00:08:18,747",neutral,fear,1,,,,
FR,Hey!,918,3,9,1,"00:08:20,124","00:08:21,208",positive,joy,2,,,,
FR,Hey! Are you ready to try nursing again?,918,4,9,1,"00:08:21,375","00:08:25,629",neutral,joy,3,,,,
FR,"Yeah! Hi Emma. Hey, why do you think she won’t take my  breast?",918,5,9,1,"00:08:25,796","00:08:33,178",neutral,sadness,2,,,,
FR,"It’s all right honey, it takes some babies a while to get it,  but don’t worry. It’ll happen.",918,6,9,1,"00:08:27,965","00:08:33,178",neutral,joy,1,,,,
FR,Yowza,918,7,9,1,"00:08:33,679","00:08:35,722",negative,disgust,1,,,,
FR,"Okay sweetie, you can do it. Just open up and put it in your  mouth.",918,8,9,1,"00:08:36,933","00:08:40,810",neutral,sadness,2,,,,
FR,Dear Lord.,918,9,9,1,"00:08:41,354","00:08:43,522",negative,surprise,2,fear,1,,
FR,"I’m sorry honey, what were you saying?",918,10,9,1,"0:08:45,608","0:08:47,193",neutral,sadness,1,,,,
FR,"Oh uh-uh yeah, I think that…",918,11,9,1,"0:08:47,193","0:08:49,547",neutral,fear,2,,,,
FR,Do you think my nipples are  too big for her mouth?,918,13,9,1,"00:08:52,782","00:08:54,824",neutral,sadness,1,surprise,1,,
FR,She looks scared.,918,14,9,1,"0:08:59,705","0:09:00,957",neutral,sadness,1,,,,
FR,Doesn’t she  look scared?,918,15,9,1,"0:09:00,957","0:09:01,892",neutral,neutral,3,,,,
FR,"Y’know, I don’t really know her.",918,16,9,1,"00:09:02,041","00:09:04,501",neutral,fear,2,,,,
FR,Can you see my nipples through this shirt?,919,0,1,15,"00:04:01,741","00:04:03,909",neutral,anger,3,disgust,1,,
FR,"No. But don't worry, I'm sure they're still there.",919,1,1,15,"00:04:06,663","00:04:09,748",neutral,neutral,3,,,,
FR,"Where are you going, Mr. Suity-Man?",919,2,1,15,"00:04:11,209","00:04:12,709",neutral,joy,1,,,,
FR,"Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo.  I added the ""a-gogo.""",919,3,1,15,"00:04:12,877","00:04:21,218",neutral,joy,2,disgust,1,,
FR,"Actually, tomorrow night kinda depends on how tonight goes.",920,0,1,14,"00:02:25,478","00:02:27,813",neutral,joy,2,,,,
FR,"Oh, uh, listen, about tonight...",920,1,1,14,"0:02:27,981","0:02:30,243",negative,sadness,1,fear,2,,
FR,"No, no, no, don't you dare bail on me.",920,2,1,14,"0:02:30,243","0:02:32,249",negative,anger,3,,,,
FR,The only reason she's goin' out with me is because I said I could bring a friend for her friend.,920,3,1,14,"00:02:27,981","00:02:35,904",neutral,anger,2,,,,
FR,"Yes, I know, but her friend sounds like such a...",920,4,1,14,"00:02:36,114","00:02:40,450",negative,anger,3,disgust,1,,
FR,Pathetic mess?,920,5,1,14,"00:02:38,241","00:02:40,450",neutral,disgust,2,,,,
FR,"I know, butcome on, man, she's needy, she's vulnerable.",920,6,1,14,"0:02:40,994","0:02:44,056",neutral,neutral,3,,,,
FR,"I'm thinkin', cha-ching!",920,7,1,14,"0:02:44,056","0:02:44,302",positive,joy,1,,,,
FR,Thanks.,920,8,1,14,"00:02:50,211","00:02:51,253",neutral,joy,1,,,,
FR,"Look, you have not been out with a woman since Janice.",920,9,1,14,"0:02:52,255","0:02:54,717",neutral,anger,2,,,,
FR,You're doin' this.,920,10,1,14,"0:02:54,717","0:02:56,053",neutral,anger,1,,,,
FR,Hi. She said yes.,920,11,1,14,"00:02:56,676","00:03:00,304",neutral,joy,1,,,,
FR,"Yes! Way to go, man!  Still got the egg, huh?",920,12,1,14,"00:03:00,555","00:03:06,143",positive,joy,2,,,,
FR,"""Happy birthday to you!""",921,0,6,13,"00:15:35,976","00:15:38,645",positive,joy,3,,,,
FR,Youre paying for that.,921,1,6,13,"0:15:41,315","0:15:42,316",neutral,neutral,3,,,,
FR,What? No-no its her birthday!,921,2,6,13,"0:15:42,316","0:15:44,418",positive,surprise,2,fear,2,joy,3
FR,Youve sung Happy Birthday to 20 different women today!,921,3,6,13,"00:15:44,526","00:15:47,278",negative,surprise,3,anger,2,,
FR,But it really,921,4,6,13,"00:15:48,072","00:15:49,989",neutral,anger,1,,,,
FR,You are no longer authorized to distribute birthday muffins.,921,5,6,13,"00:15:50,157","00:15:52,617",neutral,anger,2,disgust,1,,
FR,Damnit!,921,6,6,13,"00:15:53,327","00:15:55,161",negative,anger,3,,,,
FR,Rach? Hi!,921,7,6,13,"00:15:56,789","00:16:00,083",positive,joy,1,,,,
FR,Hi!,921,8,6,13,"00:15:58,374","00:16:00,083",positive,fear,2,,,,
FR,Did you tell your sister to ask me out?,921,9,6,13,"00:16:00,250","00:16:02,502",neutral,surprise,1,joy,1,,
FR,Well yeah,921,10,6,13,"0:16:03,462","0:16:04,564",neutral,neutral,3,,,,
FR,Oh wow!,921,11,6,13,"0:16:04,564","0:16:05,456",positive,surprise,2,joy,3,,
FR,"I mean, wow!",921,12,6,13,"0:16:05,456","0:16:06,890",positive,surprise,2,joy,3,,
FR,"I mean, I-I-I think shes cute but I-I would never have thought of going out with her, never!",921,13,6,13,"00:16:08,842","00:16:15,098",neutral,joy,2,,,,
FR,Really?!,921,14,6,13,"00:16:15,683","00:16:16,849",positive,surprise,3,joy,2,,
FR,"Yeah but after you said it was okay, I figured, ""Why not?!""",921,15,6,13,"00:16:15,683","00:16:20,061",positive,joy,1,,,,
FR,Oh so-so not really never.,921,16,6,13,"00:16:20,813","00:16:23,356",neutral,joy,2,,,,
FR,I have to say you are a much bigger person than I am.,921,17,6,13,"00:16:24,149","00:16:27,443",neutral,disgust,1,,,,
FR,"I mean after all weve been through, I justyknow I wish I had a brother to reciprocate.",921,18,6,13,"00:16:27,611","00:16:32,865",neutral,neutral,3,,,,
FR,"Hey, if you ever want to go out with Monica, you have my blessing.",921,19,6,13,"00:16:35,327","00:16:38,287",neutral,joy,2,,,,
FR,"Oh-ho, and mine!",921,20,6,13,"00:16:38,455","00:16:39,664",positive,joy,1,,,,
FR,No-no wait-wait! I cant just let you hang up! Just please talk to me.,921,21,7,13,"00:09:29,735","00:09:35,782",negative,fear,2,,,,
FR,WellI only have one thing to do today.  I guess I could push it back.,921,22,7,13,"00:09:33,864","00:09:45,208",neutral,disgust,1,anger,2,,
FR,"Yeah! Now, why do you want to kill yourself?",921,23,7,13,"00:09:42,206","00:09:45,208",negative,sadness,2,,,,
FR,"Its just that I uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows I exist!",921,24,7,13,"00:09:50,006","00:09:55,218",negative,sadness,3,,,,
FR,Chandler?,921,25,7,13,"00:09:56,554","00:09:58,138",neutral,anger,3,,,,
FR,I-Im sorry?,922,0,6,7,"00:10:02,476","00:10:04,603",negative,sadness,2,,,,
FR,"No look, I-Im sure that people know you exist!",923,0,6,1,"00:10:05,146","00:10:10,525",negative,sadness,2,,,,
FR,Oh yeah?,923,1,6,1,"00:10:10,693","00:10:14,154",negative,sadness,3,,,,
FR,I work in a cubicle surrounded by people.,924,0,7,13,"00:10:10,693","00:10:14,154",neutral,anger,1,,,,
FR,Ive been talking to you for five minutes now about killing myself and no ones even looked up from their desk.,924,1,7,13,"00:10:14,905","00:10:22,579",negative,sadness,2,disgust,1,,
FR,Hang-hang on.,924,2,7,13,"00:10:21,000","00:10:22,579",neutral,neutral,3,,,,
FR,Hey everybody!,924,3,7,13,"00:10:22,788","00:10:24,581",neutral,neutral,3,,,,
FR,"Uh, Im gonna kill myself!",924,4,7,13,"00:10:24,749","00:10:26,875",negative,sadness,2,,,,
FR,I got nothing.,924,5,7,13,"00:10:31,005","00:10:32,297",neutral,sadness,2,,,,
FR,"Apparently, theres like a million guys out there that can play Mac, and theres only this one robot and this one guy who controls it!",925,0,6,21,"00:12:47,808","00:12:55,857",negative,surprise,2,,,,
FR,I didnt know he could get me fired!,925,1,6,21,"00:12:52,354","00:12:55,857",negative,surprise,2,,,,
FR,What am I going to do?,925,2,6,21,"00:12:56,025","00:12:58,026",negative,fear,2,,,,
FR,"Well yknow Joey, youre a pretty charming guy.",925,3,6,21,"00:12:56,025","00:13:00,487",neutral,joy,1,,,,
FR,"Thanks, but I kinda have a problem to deal with here.",925,4,6,21,"00:13:00,654","00:13:10,371",negative,fear,3,,,,
FR,"No sweetie, youve got to win over the guy that controls C.H.E.E.S.E.! Youve got to kiss some serious robot ass!",925,5,6,21,"00:13:03,032","00:13:10,371",neutral,joy,2,anger,1,,
FR,Thats not a bad idea.,925,6,6,21,"00:13:11,540","00:13:13,374",neutral,surprise,3,,,,
FR,"Okay, but if I got to turn on the charm tomorrow Im not wasting anymore of it over here with you guys.",925,7,6,21,"00:13:13,542","00:13:18,087",neutral,joy,2,,,,
FR,"Well, actually I got a little bit saved for you Pheebs.",925,8,6,21,"00:13:18,255","00:13:21,591",positive,joy,3,disgust,1,,
FR,"So do you think uh, Joeys more charming than me?",925,9,6,21,"00:13:25,054","00:13:27,639",neutral,anger,2,disgust,1,,
FR,Yeah! Thats why Im sleeping with him on the side.,925,10,6,21,"00:13:27,807","00:13:30,391",negative,sadness,2,anger,1,,
FR,"Yeah, you wish.",925,11,6,21,"0:13:30,559","0:13:31,701",neutral,joy,2,disgust,1,,
FR,"""You wish.""",925,12,6,21,"0:13:31,701","0:13:32,736",positive,joy,2,,,,
HOC,"hey, what are you doing?",926,0,1,1,00:00:16:200,00:00:17:645,negative ,acceptance,1,disgust,1,,
HOC,jesus. did you get a good look?,926,1,1,1,00:00:21:880,00:00:24:531,negative ,disgust,2,sadness,1,,
HOC,"blue toyota camry, that's all i saw",926,2,1,1,00:00:24:600,00:00:26:682,neutral,neutral,,,,,
HOC,it's the wartons' dog,926,3,1,1,00:00:26:760,00:00:28:091,negative ,surprise,2,disgust,1,,
HOC,"oh, man",926,4,1,1,00:00:28:200,00:00:29:486,negative ,disgust,2,sadness,1,,
HOC,it's not gonna make it,926,5,1,1,00:00:29:560,00:00:30:891,negative ,surprise,2,disgust,3,,
HOC,go see if they're home,926,6,1,1,00:00:30:960,00:00:32:041,neutral,neutral,,,,,
HOC,it's okay,926,7,1,1,00:00:44:360,00:00:45:725,neutral,neutral,,,,,
HOC,there are two kinds of pain,926,8,1,1,00:00:48:920,00:00:51:161,positive,surprise,2,joy,1,,
HOC,the sort of pain that makes you strong,926,9,1,1,00:00:51:280,00:00:53:282,positive,surprise,3,joy,3,,
HOC,"or useless pain, the sort of pain that's only suffering",926,10,1,1,00:00:53:360,00:00:57:251,positive,joy,2,,,,
HOC,i have no patience for useless things,926,11,1,1,00:00:58:680,00:01:01:331,positive,acceptance,1,joy,2,,
HOC,moments like this require someone who will act,926,12,1,1,00:01:03:240,00:01:06:528,positive,joy,2,,,,
HOC,"who will do the unpleasant thing,",926,13,1,1,00:01:06:600,00:01:09:649,negative ,sadness,1,disgust,1,,
HOC,the necessary thing,926,14,1,1,00:01:09:720,00:01:11:484,positive,acceptance,2,,,,
HOC,there,926,15,1,1,00:01:16:560,00:01:18:085,neutral,neutral,,,,,
HOC,no more pain,926,16,1,1,00:01:18:160,00:01:19:650,negative ,sadness,2,disgust,2,,
HOC,it was a hit and run. i'm awfully sorry,926,17,1,1,00:01:22:040,00:01:24:611,negative ,surprise,2,,,,
HOC,he must've jumped over the fence again,926,18,1,1,00:01:24:680,00:01:26:921,negative ,surprise,3,,,,
HOC,"look, steve is gonna file a report on the car. he'll put his people on it",926,19,1,1,00:01:27:000,00:01:30:209,negative ,surprise,2,acceptance,1,,
HOC,it's me,927,0,1,1,00:12:19:840,00:12:21:171,negative ,surprise,1,disgust,2,,
HOC,i feel like an idiot leaving messages like this,927,1,1,1,00:12:21:240,00:12:23:163,neutral,neutral,,,,,
HOC,call me back,927,2,1,1,00:12:23:240,00:12:24:730,positive,acceptance,2,,,,
HOC,"what is it, zoe?",927,3,1,1,00:12:36:800,00:12:37:881,positive,acceptance,1,,,,
HOC,um,927,4,1,1,00:12:38:240,00:12:39:241,negative ,surprise,1,disgust,2,,
HOC,"i know you're going to have your hands full at the white house,",927,5,1,1,00:12:40:440,00:12:43:364,positive,acceptance,1,joy,3,,
HOC,so if you need someone to do research or punch out background,927,6,1,1,00:12:43:440,00:12:46:922,neutral,neutral,,,,,
HOC,i think i'll be fine,927,7,1,1,00:12:47:000,00:12:48:331,negative ,disgust,2,,,,
HOC,"well, if things get hectic, and you need any help",927,8,1,1,00:12:48:400,00:12:50:721,neutral,neutral,,,,,
HOC,so you can blog about rubbing shoulders with the big boys?,927,9,1,1,00:12:51:040,00:12:55:011,negative ,anger,1,,,,
HOC,what did lucas tell you?,927,10,1,1,00:12:58:440,00:12:59:680,neutral,neutral,,,,,
HOC,"look, no offense, zoe, but i don't have time",927,11,1,1,00:12:59:760,00:13:01:489,positive,acceptance,1,,,,
HOC,to be anyone's training wheels,927,12,1,1,00:13:01:600,00:13:03:364,positive,acceptance,1,joy,1,,
HOC,i just thought,927,13,1,1,00:13:03:720,00:13:05:324,positive,acceptance,2,disgust,1,,
HOC,"no, i was actually offering to lend a hand",927,14,1,1,00:13:06:520,00:13:08:887,negative ,acceptance,2,sadness,1,,
HOC,that's it. got it. thanks,927,15,1,1,00:13:09:160,00:13:11:401,positive,acceptance,1,,,,
HOC,claire... you didn't call,927,16,1,1,00:13:52:400,00:13:54:129,negative ,sadness,1,disgust,2,,
HOC,"i was... you didn't call me, francis",927,17,1,1,00:13:54:240,00:13:56:891,positive,acceptance,2,joy,1,,
HOC,nine hours. you don't not call me,927,18,1,1,00:13:57:720,00:14:00:007,negative ,acceptance,1,,,,
HOC,not when it's this big,927,19,1,1,00:14:00:080,00:14:01:525,positive,surprise,2,joy,1,,
HOC,money is the mcmansion in sarasota,928,0,1,2,00:04:41:680,00:04:44:126,positive,joy,2,,,,
HOC,that starts falling apart after 10 years,928,1,1,2,00:04:44:240,00:04:46:686,negative ,anger,1,disgust,1,,
HOC,power is the old stone building that stands for centuries,928,2,1,2,00:04:46:760,00:04:52:324,negative ,sadness,1,acceptance,1,,
HOC,i cannot respect someone who doesn't see the difference,928,3,1,2,00:04:52:400,00:04:55:290,positive,acceptance,1,joy,1,,
HOC,what am i looking at?,928,4,1,2,00:04:57:760,00:04:58:886,positive,acceptance,1,,,,
HOC,the williams register. williams,928,5,1,2,00:04:59:040,00:05:00:610,positive,acceptance,1,joy,1,,
HOC,college. september '78,928,6,1,2,00:05:00:680,00:05:02:284,neutral,neutral,,,,,
HOC,and why am i looking at it?,928,7,1,2,00:05:02:400,00:05:04:004,negative ,anger,1,disgust,2,,
HOC,the editorial,928,8,1,2,00:05:04:080,00:05:05:525,neutral,neutral,,,,,
HOC,not that interesting,928,9,1,2,00:05:10:800,00:05:11:926,neutral,neutral,,,,,
HOC,michael kern went to williams. check out the masthead,928,10,1,2,00:05:12:040,00:05:15:840,neutral,neutral,,,,,
HOC,and then there's this,928,11,1,2,00:05:18:560,00:05:20:688,positive,like,1,anger,1,,
HOC,it's thin,928,12,1,2,00:05:22:600,00:05:23:601,negative ,surprise,2,disgust,1,,
HOC,the guy's a unicorn. he pisses rainbows,928,13,1,2,00:05:23:680,00:05:25:808,negative ,surprise,2,disgust,1,,
HOC,you think we can get traction with this? i think you could,928,14,1,2,00:05:25:880,00:05:28:121,negative ,anger,1,disgust,1,,
HOC,linda vasquez is on the phone,928,15,1,2,00:05:28:200,00:05:29:565,negative ,anger,1,like,1,,
HOC,i'm surprised it took her this long,928,16,1,2,00:05:29:920,00:05:32:048,negative ,sadness,2,disgust,1,,
HOC,it's only six past 9:00,928,17,1,2,00:05:33:040,00:05:34:166,positive,like,3,anger,2,,
HOC,which means she read the herald three hours ago,928,18,1,2,00:05:34:240,00:05:36:129,negative ,anger,2,disgust,1,,
HOC,and spent the past two and a half,928,19,1,2,00:05:36:200,00:05:37:645,negative ,anger,1,disgust,1,,
HOC,good,929,0,1,2,00:26:53:520,00:26:54:521,negative ,sadness,3,disgust,2,,
HOC,open your mouth,929,1,1,2,00:27:00:320,00:27:01:685,negative ,sadness,2,disgust,1,,
HOC,last little bit's for me,929,2,1,2,00:27:19:360,00:27:20:850,positive,acceptance,2,joy,1,,
HOC,you're scolding me,929,3,1,2,00:27:34:200,00:27:35:964,positive,surprise,3,acceptance,1,,
HOC,<i>am i?</i>,929,4,1,2,00:27:37:160,00:27:38:286,negative ,sadness,2,disgust,1,,
HOC,you are. silently,929,5,1,2,00:27:38:840,00:27:40:763,negative ,sadness,2,disgust,1,,
HOC,is it the rowing machine?,929,6,1,2,00:27:44:200,00:27:45:645,positive,surprise,1,joy,2,,
HOC,you tell me,929,7,1,2,00:27:45:720,00:27:46:881,negative ,sadness,2,disgust,1,,
HOC,it's the rowing machine,929,8,1,2,00:27:47:000,00:27:48:161,positive,acceptance,2,joy,1,,
HOC,you haven't used it,929,9,1,2,00:27:48:640,00:27:49:687,positive,joy,2,acceptance,1,,
HOC,how do you know i haven't?,929,10,1,2,00:27:49:760,00:27:51:125,neutral,neutral,,,,,
HOC,francis,929,11,1,2,00:27:51:200,00:27:52:440,neutral,neutral,,,,,
HOC,you know i don't like to be managed,929,12,1,2,00:27:52:520,00:27:54:807,negative ,fear,2,,,,
HOC,i'm not trying to manage you,929,13,1,2,00:27:54:880,00:27:56:803,negative ,sadness,2,disgust,1,,
HOC,i just don't want to outlive you by 25 years,929,14,1,2,00:27:56:880,00:28:00:123,negative ,anger,3,disgust,2,,
HOC,i must walk three miles a day around that capitol,929,15,1,2,00:28:00:240,00:28:02:322,positive,joy,1,fear,1,,
HOC,i'm constantly on my feet,929,16,1,2,00:28:02:400,00:28:04:084,positive,acceptance,2,joy,2,,
HOC,and do you know how many calories the brain burns?,929,17,1,2,00:28:04:200,00:28:07:170,positive,joy,2,,,,
HOC,i'm not worried about your brain,929,18,1,2,00:28:07:240,00:28:08:571,positive,joy,2,,,,
HOC,it's your heart we're talking about,929,19,1,2,00:28:09:680,00:28:12:251,negative ,anger,2,disgust,1,,
HOC,the legal bills alone will kill us,930,0,1,3,00:10:07:600,00:10:09:284,positive,joy,2,,,,
HOC,how about a settlement?,930,1,1,3,00:10:09:640,00:10:11:244,positive,surprise,2,joy,2,,
HOC,i'll look at the numbers,930,2,1,3,00:10:11:600,00:10:13:443,positive,surprise,2,disgust,1,,
HOC,what's it look like to you?,930,3,1,3,00:10:13:920,00:10:15:285,positive,joy,3,acceptance,3,,
HOC,like a peach,930,4,1,3,00:10:15:400,00:10:16:811,positive,acceptance,2,joy,2,,
HOC,"no, i mean, what does it really look like?",930,5,1,3,00:10:17:720,00:10:20:485,negative ,anger,1,,,,
HOC,"as mayor, i stick with a peach",930,6,1,3,00:10:21:680,00:10:24:001,negative ,disgust,2,joy,1,,
HOC,"as a private citizen,",930,7,1,3,00:10:24:280,00:10:25:441,neutral,neutral,,,,,
HOC,well it looks like the sun is shining where it shouldn't be,930,8,1,3,00:10:26:400,00:10:30:166,positive,acceptance,1,disgust,2,,
HOC,there's a better way to handle this,930,9,1,3,00:10:32:000,00:10:33:889,positive,acceptance,2,disgust,2,,
HOC,"really, frank? and what's that?",930,10,1,3,00:10:34:640,00:10:35:721,positive,joy,2,sadness,1,,
HOC,i'm not trying to start an argument here,930,11,1,3,00:10:36:680,00:10:38:648,neutral,neutral,,,,,
HOC,"now, you make it sound like i'm in the wrong",930,12,1,3,00:10:38:840,00:10:40:763,neutral,neutral,,,,,
HOC,"you know exactly what you're doing, oren",930,13,1,3,00:10:40:960,00:10:43:725,positive,surprise,2,joy,2,,
HOC,you're using this poor girl's death,930,14,1,3,00:10:43:800,00:10:44:926,negative ,surprise,3,anger,1,,
HOC,for your own political advantage,930,15,1,3,00:10:45:080,00:10:46:206,negative ,anger,3,disgust,1,,
HOC,you're the one that fought me,930,16,1,3,00:10:46:280,00:10:47:850,negative ,anger,3,disgust,1,,
HOC,when the peach farmers bitched and moaned about me tearing it down,930,17,1,3,00:10:47:920,00:10:50:082,negative ,anger,3,disgust,1,,
HOC,you're the one who took their money,930,18,1,3,00:10:50:160,00:10:51:321,negative ,anger,3,disgust,1,,
HOC,it's a water tower. it's ungodly,930,19,1,3,00:10:51:400,00:10:53:004,negative ,anger,3,disgust,1,,
HOC,yes. i know. it has,931,0,1,4,00:14:10:600,00:14:14:207,negative ,sadness,1,fear,1,,
HOC,no reason. i was just thinking about you,931,1,1,4,00:14:16:000,00:14:18:651,negative ,anger,2,disgust,1,,
HOC,you're right. it is a lie. i do have a reason,931,2,1,4,00:14:21:040,00:14:25:284,negative ,anger,2,disgust,1,,
HOC,i need to use you,931,3,1,4,00:14:25:360,00:14:27:249,negative ,anger,2,disgust,1,,
HOC,the white house is where news goes to die. everything's canned,931,4,1,4,00:14:27:320,00:14:30:290,negative ,anger,2,disgust,1,,
HOC,these perfectly prepared statements,931,5,1,4,00:14:30:360,00:14:32:124,negative ,fear,1,sadness,1,,
HOC,"it's a prestigious job, zoe",931,6,1,4,00:14:32:200,00:14:33:611,negative ,fear,1,joy,1,,
HOC,"used to be, when i was in ninth grade. now it's a graveyard",931,7,1,4,00:14:33:680,00:14:37:401,neutral,neutral,,,,,
HOC,the only halfway interesting thing they do,931,8,1,4,00:14:37:560,00:14:39:369,neutral,neutral,,,,,
HOC,is throw a big dinner party once a year,931,9,1,4,00:14:39:560,00:14:41:449,negative ,surprise,2,disgust,1,,
HOC,where they pat themselves on the back,931,10,1,4,00:14:41:520,00:14:43:204,negative ,disgust,2,sadness,1,,
HOC,and rub shoulders with movie stars,931,11,1,4,00:14:43:360,00:14:45:010,neutral,neutral,,,,,
HOC,who needs that?,931,12,1,4,00:14:45:080,00:14:46:161,negative ,surprise,3,disgust,1,,
HOC,"every day since you started here,",931,13,1,4,00:14:46:320,00:14:47:367,positive,like,2,joy,1,,
HOC,"you've begged me to move you up, and now suddenly",931,14,1,4,00:14:47:440,00:14:49:124,neutral,neutral,,,,,
HOC,my goal in life is not to climb up the herald's ladder,931,15,1,4,00:14:49:240,00:14:52:130,neutral,neutral,,,,,
HOC,one rung at a time until i've got my own stationery,931,16,1,4,00:14:52:240,00:14:53:890,neutral,neutral,,,,,
HOC,some of us value a career at a paper like this,931,17,1,4,00:14:54:720,00:14:56:927,neutral,neutral,,,,,
HOC,i'm sorry. i didn't mean for that to come off,931,18,1,4,00:14:58:040,00:14:59:724,negative ,surprise,2,disgust,1,,
HOC,"well, it did, and you skipped a few rungs, by the way",931,19,1,4,00:14:59:840,00:15:01:842,negative ,disgust,1,sadness,1,,
HOC,terry womack?,932,0,1,4,00:29:44:240,00:29:45:651,negative ,surprise,2,disgust,1,,
HOC,possibly,932,1,1,4,00:29:46:720,00:29:47:721,neutral,neutral,,,,,
HOC,i've had three members of the black caucus tell me,932,2,1,4,00:29:47:800,00:29:49:529,negative ,fear,1,like,1,,
HOC,they're backing my play for the speakership,932,3,1,4,00:29:49:640,00:29:50:971,neutral,neutral,,,,,
HOC,interesting. i have a sense,932,4,1,4,00:29:52:080,00:29:53:570,neutral,neutral,,,,,
HOC,you've been disseminating some misinformation,932,5,1,4,00:29:53:640,00:29:55:927,positive,joy,1,like,2,,
HOC,"no. i'm afraid it's you who are misinformed, david",932,6,1,4,00:29:56:000,00:29:58:207,neutral,neutral,,,,,
HOC,you don't have three members backing you. you have 10,932,7,1,4,00:29:58:280,00:30:01:170,neutral,neutral,,,,,
HOC,i made it very clear i didn't want any part of this,932,8,1,4,00:30:02:040,00:30:04:486,negative ,surprise,2,anger,1,,
HOC,"yes, you made it crystal clear",932,9,1,4,00:30:04:560,00:30:06:005,neutral,neutral,,,,,
HOC,then why are you telling people?,932,10,1,4,00:30:06:080,00:30:07:366,neutral,neutral,,,,,
HOC,because they don't know you made it crystal clear,932,11,1,4,00:30:07:440,00:30:09:647,negative ,anger,1,disgust,1,,
HOC,i have to go to bob with this,932,12,1,4,00:30:09:960,00:30:11:166,negative ,sadness,2,fear,3,,
HOC,"he'll think you organized a coup,",932,13,1,4,00:30:11:320,00:30:13:129,negative ,sadness,2,disgust,3,,
HOC,"got cold feet, and are making me the scapegoat",932,14,1,4,00:30:13:200,00:30:15:851,negative ,sadness,2,disgust,1,,
HOC,"david, if i pick up this phone right now",932,15,1,4,00:30:17:160,00:30:19:322,negative ,joy,1,disgust,1,,
HOC,"and leak this story,",932,16,1,4,00:30:19:400,00:30:20:686,negative ,fear,1,disgust,1,,
HOC,"bob will have no choice but to drop you,",932,17,1,4,00:30:21:320,00:30:23:926,positive,like,2,joy,1,,
HOC,even if he believes your version of events,932,18,1,4,00:30:24:000,00:30:27:049,negative ,disgust,2,fear,1,,
HOC,you wanna take a seat?,932,19,1,4,00:30:30:920,00:30:32:046,positive,like,2,joy,1,,
HOC,that's a charming use of party funds,933,0,1,5,00:07:58:680,00:08:01:570,negative ,disgust,1,sadness,1,,
HOC,we've only been in this space about three months,933,1,1,5,00:08:02:000,00:08:04:321,positive,joy,1,like,2,,
HOC,it's cool,933,2,1,5,00:08:04:760,00:08:05:921,negative ,surprise,2,sadness,3,,
HOC,"not exactly the herald, is it?",933,3,1,5,00:08:06:000,00:08:07:889,positive,joy,2,like,3,,
HOC,have you been to those offices? yes,933,4,1,5,00:08:07:960,00:08:10:566,positive,joy,2,like,3,,
HOC,wrist-slitting was in order,933,5,1,5,00:08:10:680,00:08:12:842,positive,joy,2,like,3,,
HOC,"so, who else is courting you?",933,6,1,5,00:08:13:240,00:08:15:561,positive,joy,2,like,3,,
HOC,a few people,933,7,1,5,00:08:16:080,00:08:17:127,positive,joy,2,like,3,,
HOC,you mean everyone,933,8,1,5,00:08:17:240,00:08:18:321,negative ,sadness,2,fear,3,,
HOC,there were a lot of emails this morning,933,9,1,5,00:08:19:040,00:08:20:690,negative ,sadness,1,fear,3,,
HOC,that's not surprising,933,10,1,5,00:08:20:760,00:08:22:091,positive,joy,1,like,2,,
HOC,"you're having a moment, people are interested",933,11,1,5,00:08:22:160,00:08:24:640,positive,joy,1,like,2,,
HOC,i'm one of them,933,12,1,5,00:08:24:720,00:08:26:006,negative ,sadness,2,disgust,1,,
HOC,"but if eight minutes passes on anything, i get bored",933,13,1,5,00:08:26:080,00:08:28:765,neutral,neutral,,,,,
HOC,"in eight minutes, i could be bored with you. unless you keep me interested",933,14,1,5,00:08:28:880,00:08:31:451,neutral,neutral,,,,,
HOC,"i think you can,",933,15,1,5,00:08:32:840,00:08:34:251,positive,joy,2,like,3,,
HOC,and i think this is the place for you,933,16,1,5,00:08:34:320,00:08:35:685,negative ,sadness,2,disgust,1,,
HOC,"to keep the rest of the world interested, too",933,17,1,5,00:08:35:760,00:08:37:922,negative ,anger,2,disgust,1,,
HOC,it's your call. i won't chase you,933,18,1,5,00:08:38:320,00:08:40:129,negative ,surprise,2,disgust,1,,
HOC,i'm definitely tempted,933,19,1,5,00:08:40:200,00:08:41:565,negative ,anger,2,sadness,1,,
HOC,peter russo,934,0,1,5,00:22:10:680,00:22:11:681,negative ,anger,2,sadness,1,,
HOC,he's a drunk. he is at the moment,934,1,1,5,00:22:15:560,00:22:17:289,negative ,anger,2,sadness,1,,
